seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
504	Q01549	1|00289 	1-step	289	2026-08-31T23:03	phase_measure_theory	28589	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-230300_step_289_reviewer-b-step-289-operations-and-transformation-semantics-tightened-mandate.md
505	Q01548	1|00290 	1-step	290	2026-08-31T23:01	phase_measure_theory	14905	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-230100_step_290_reviewer-accepts-289-and-drafts-step-290-n1-equality-observational-adjudication-mandate.md
506	Q01551	1|00290 	1-step	290	2026-08-31T23:31	phase_measure_theory	7951	2	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-233128_step_290_reviewer-approves-290-with-one-architectural-caution.md
507	Q01552	1|00290 	1-step	290	2026-08-31T23:32	phase_measure_theory	13334	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-233234_step_290_reviewer-b-accepts-290-as-correction-of-the-288-289-equality-thread.md
508	Q01621	1|00290 	1-step	290	2026-09-01T02:52	phase_measure_theory	21662	80	4	pre,NoOp,Article,R_o	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260901-025251_step_290_proposed-as-operation-semantics-research-step-collides-with-n1-adjudication.md
509	Q01550	1|00291 	1-step	291	2026-08-31T23:17	phase_measure_theory	20408	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-231700_step_291_reviewer-b-omega-tau-closure-audit-and-n4-earliest-act-verification-mandate.md
510	Q01555	1|00291 	1-step	291	2026-08-31T23:40	phase_measure_theory	17928	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/prompts/20260831-234046_step_291_reviewer-do-not-freeze-291-status-logic-and-overstatement-corrections.md
511	Q01082	1|00292 	1-step	292	2026-09-02T19:12	phase_measure_theory	1770	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/step-292/00_INDEX.md
512	Q01187	2|2026-08-30	2-internal-timestamp		2026-08-30T01:31	verification	133359	7	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-067-082.md
513	Q01188	2|2026-08-30	2-internal-timestamp		2026-08-30T01:31	verification	89526	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-083-100.md
514	Q01189	2|2026-08-30	2-internal-timestamp		2026-08-30T01:32	verification	109930	29	19	file,token,Therefore,METHOD,seven,so,guard,stated,UL,node,Five,boxing,fused,Unless	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-101-120.md
515	Q01190	2|2026-08-30	2-internal-timestamp		2026-08-30T01:35	verification	31087	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-042-055-steps-067-120-findings.md
516	Q01191	2|2026-08-30	2-internal-timestamp		2026-08-30T01:37	verification	121541	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-121-140.md
517	Q01194	2|2026-08-30	2-internal-timestamp		2026-08-30T01:40	verification	166686	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-141-158.md
518	Q01195	2|2026-08-30	2-internal-timestamp		2026-08-30T01:42	verification	13088	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-056-061-steps-141-158-findings.md
519	Q01196	2|2026-08-30	2-internal-timestamp		2026-08-30T01:44	verification	165809	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-186-205.md
520	Q01197	2|2026-08-30	2-internal-timestamp		2026-08-30T01:46	verification	18508	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-062-070-steps-186-205-findings.md
521	Q01198	2|2026-08-30	2-internal-timestamp		2026-08-30T01:46	verification	173235	21	7	I_15,I_16,prior,I_17,I_18,I_19,I_20	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-159-185.md
522	Q01199	2|2026-08-30	2-internal-timestamp		2026-08-30T01:48	verification	16890	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-071-078-steps-158-185-findings.md
523	Q01200	2|2026-08-30	2-internal-timestamp		2026-08-30T01:52	verification	16658	0	0		docs/knowledgeos/brainstorming/verification/PHASE-2C-CHECKPOINT-2026-08-30.md
524	Q01203	2|2026-08-30	2-internal-timestamp		2026-08-30T02:00	verification	14698	0	0		docs/knowledgeos/brainstorming/verification/CORPUS-INVENTORY-001-218.md
525	Q01204	2|2026-08-30	2-internal-timestamp		2026-08-30T02:01	verification	13645	0	0		docs/knowledgeos/brainstorming/verification/JOINT-SATISFIABILITY-REPORT.md
526	Q01206	2|2026-08-30	2-internal-timestamp		2026-08-30T09:00	verification	177122	78	2	EvidenceLedger,Compatibility	docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-208-215.md
527	Q01207	2|2026-08-30	2-internal-timestamp		2026-08-30T09:00	verification	42973	33	2	EvidenceWeight,Discouraged	docs/knowledgeos/brainstorming/verification/spec/THRESHOLD-AUDIT-subdirs-and-loose-files.md
528	Q01208	2|2026-08-30	2-internal-timestamp		2026-08-30T09:02	verification	15794	0	0		docs/knowledgeos/brainstorming/verification/findings/TV-F-079-088-steps-208-215-findings.md
529	Q01210	2|2026-08-30	2-internal-timestamp		2026-08-30T09:17	verification	19941	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-216-219.md
530	Q01211	2|2026-08-30	2-internal-timestamp		2026-08-30T09:19	verification	13043	0	0		docs/knowledgeos/brainstorming/verification/JOINT-SATISFIABILITY-REPORT-v2-ADJUDICATED.md
531	Q01212	2|2026-08-30	2-internal-timestamp		2026-08-30T09:23	verification	15076	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-219-220-AND-CORRECTION.md
532	Q01213	2|2026-08-30	2-internal-timestamp		2026-08-30T09:26	verification	11794	0	0		docs/knowledgeos/brainstorming/verification/spec/STEP-VERIFY-221-222.md
533	Q01216	2|2026-08-30	2-internal-timestamp		2026-08-30T09:40	verification	12451	0	0		docs/knowledgeos/brainstorming/verification/EXECUTED-TEST-222-repairs.md
534	Q01218	2|2026-08-30	2-internal-timestamp		2026-08-30T09:59	verification	15651	0	0		docs/knowledgeos/brainstorming/verification/KERNEL-AUDIT-230-232.md
535	Q01219	2|2026-08-30	2-internal-timestamp		2026-08-30T10:00	verification	8263	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-MODEL-AUDIT-231.md
536	Q01221	2|2026-08-30	2-internal-timestamp		2026-08-30T10:02	verification	10260	0	0		docs/knowledgeos/brainstorming/verification/SUPERVISORY-CHECKPOINT-221-233.md
537	Q01223	2|2026-08-30	2-internal-timestamp		2026-08-30T10:08	verification	12912	0	0		docs/knowledgeos/brainstorming/verification/STATE-TRANSITION-ALGEBRA-AUDIT-232.md
538	Q01225	2|2026-08-30	2-internal-timestamp		2026-08-30T10:15	verification	12085	0	0		docs/knowledgeos/brainstorming/verification/PHASE-LEDGER-001-182.md
539	Q01227	2|2026-08-30	2-internal-timestamp		2026-08-30T10:25	verification	12272	0	0		docs/knowledgeos/brainstorming/verification/KERNEL-RECONCILIATION-230-236.md
540	Q01228	2|2026-08-30	2-internal-timestamp		2026-08-30T10:26	verification	9738	0	0		docs/knowledgeos/brainstorming/verification/RECONCILIATION-GATE-VERDICT.md
541	Q01229	2|2026-08-30	2-internal-timestamp		2026-08-30T10:28	verification	6969	0	0		docs/knowledgeos/brainstorming/verification/FEEDBACK-LOOP-ADDENDUM-236-240.md
542	Q01231	2|2026-08-30	2-internal-timestamp		2026-08-30T10:38	verification	12396	0	0		docs/knowledgeos/brainstorming/verification/THEORY-GAP-MAP-001.md
543	Q01233	2|2026-08-30	2-internal-timestamp		2026-08-30T10:48	verification	11519	0	0		docs/knowledgeos/brainstorming/verification/EMPIRICAL-KERNEL-TEST.md
544	Q01235	2|2026-08-30	2-internal-timestamp		2026-08-30T10:59	verification	12238	0	0		docs/knowledgeos/brainstorming/verification/BLOCKER-ANALYSIS-AND-EXECUTABLE-KERNEL.md
545	Q01237	2|2026-08-30	2-internal-timestamp		2026-08-30T11:06	verification	13608	0	0		docs/knowledgeos/brainstorming/verification/IDENTITY-ROUNDTRIP-AUDIT.md
546	Q01239	2|2026-08-30	2-internal-timestamp		2026-08-30T11:17	verification	14318	0	0		docs/knowledgeos/brainstorming/verification/FORMAL-SYSTEM-RECONSTRUCTION-AUDIT-245-NEW.md
547	Q01241	2|2026-08-30	2-internal-timestamp		2026-08-30T11:24	verification	11573	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGEOS-THEORY-DISCOVERY-REPORT.md
548	Q01242	2|2026-08-30	2-internal-timestamp		2026-08-30T11:30	verification	8659	0	0		docs/knowledgeos/brainstorming/verification/DECISION-SIGMA-EPISTEMIC-STATUS.md
549	Q01243	2|2026-08-30	2-internal-timestamp		2026-08-30T11:33	verification	10379	0	0		docs/knowledgeos/brainstorming/verification/SELF-AUDIT-PROMPT-GAP-REGISTER.md
550	Q01245	2|2026-08-30	2-internal-timestamp		2026-08-30T18:32	verification	12494	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-REQUIREMENTS-AND-DERIVATION.md
551	Q01246	2|2026-08-30	2-internal-timestamp		2026-08-30T18:48	verification	21522	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGEOS-THEORY-CLOSURE-REPORT.md
552	Q01248	2|2026-08-30	2-internal-timestamp		2026-08-30T18:58	verification	10736	0	0		docs/knowledgeos/brainstorming/verification/P-RECONSTRUCTION-AND-DERIVATION.md
553	Q01249	2|2026-08-30	2-internal-timestamp		2026-08-30T18:59	verification	9448	0	0		docs/knowledgeos/brainstorming/verification/SIGMA-ADVERSARIAL-AUDIT.md
554	Q01250	2|2026-08-30	2-internal-timestamp		2026-08-30T18:59	verification	5769	0	0		docs/knowledgeos/brainstorming/verification/RELATION-ALGEBRA.md
555	Q01251	2|2026-08-30	2-internal-timestamp		2026-08-30T19:00	verification	6879	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-ALGEBRA.md
556	Q01252	2|2026-08-30	2-internal-timestamp		2026-08-30T19:01	verification	5474	0	0		docs/knowledgeos/brainstorming/verification/TRANSFORMATION-THEORY.md
557	Q01253	2|2026-08-30	2-internal-timestamp		2026-08-30T19:01	verification	8417	0	0		docs/knowledgeos/brainstorming/verification/UL-CANONICAL-GLOSSARY.md
558	Q01254	2|2026-08-30	2-internal-timestamp		2026-08-30T19:02	verification	4720	0	0		docs/knowledgeos/brainstorming/verification/COMPUTABILITY-MATRIX.md
559	Q01255	2|2026-08-30	2-internal-timestamp		2026-08-30T19:03	verification	7978	0	0		docs/knowledgeos/brainstorming/verification/CLAUDE-CHATGPT-RECONCILIATION.md
560	Q01256	2|2026-08-30	2-internal-timestamp		2026-08-30T19:04	verification	13370	0	0		docs/knowledgeos/brainstorming/verification/THEORY-COMPLETION-GAP-REGISTER.md
561	Q01258	2|2026-08-30	2-internal-timestamp		2026-08-30T19:22	verification	6935	0	0		docs/knowledgeos/brainstorming/verification/CANONICAL-THEORY-TRIANGULATION.md
562	Q01259	2|2026-08-30	2-internal-timestamp		2026-08-30T19:23	verification	6713	0	0		docs/knowledgeos/brainstorming/verification/ASSURANCE-RECONSTRUCTION-MATRIX.md
563	Q01260	2|2026-08-30	2-internal-timestamp		2026-08-30T19:23	verification	5390	0	0		docs/knowledgeos/brainstorming/verification/PROPOSITION-RECONSTRUCTION-AUDIT.md
564	Q01261	2|2026-08-30	2-internal-timestamp		2026-08-30T19:24	verification	7761	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-CANONICAL-MODEL.md
565	Q01262	2|2026-08-30	2-internal-timestamp		2026-08-30T19:25	verification	6252	0	0		docs/knowledgeos/brainstorming/verification/TRANSFORMATION-CANONICAL-MODEL.md
566	Q01263	2|2026-08-30	2-internal-timestamp		2026-08-30T19:25	verification	4996	0	0		docs/knowledgeos/brainstorming/verification/STATE-HISTORY-SUFFICIENCY-RESULT.md
567	Q01264	2|2026-08-30	2-internal-timestamp		2026-08-30T19:26	verification	6832	0	0		docs/knowledgeos/brainstorming/verification/THEORY-TO-EKP-CONFORMANCE-MATRIX.md
568	Q01265	2|2026-08-30	2-internal-timestamp		2026-08-30T19:26	verification	5390	0	0		docs/knowledgeos/brainstorming/verification/END-TO-END-KNOWLEDGE-STATE-EXECUTION.md
569	Q01266	2|2026-08-30	2-internal-timestamp		2026-08-30T19:27	verification	8173	0	0		docs/knowledgeos/brainstorming/verification/FINAL-THEORY-GAP-REGISTER.md
570	Q01267	2|2026-08-30	2-internal-timestamp		2026-08-30T19:28	verification	8301	0	0		docs/knowledgeos/brainstorming/verification/CANONICAL-UBIQUITOUS-LANGUAGE.md
571	Q01268	2|2026-08-30	2-internal-timestamp		2026-08-30T19:37	verification	7345	0	0		docs/knowledgeos/brainstorming/verification/POLICY-LINEAGE-AND-ARCHAEOLOGY.md
572	Q01269	2|2026-08-30	2-internal-timestamp		2026-08-30T19:37	verification	5612	0	0		docs/knowledgeos/brainstorming/verification/POLICY-TYPE-RECONSTRUCTION.md
573	Q01270	2|2026-08-30	2-internal-timestamp		2026-08-30T19:38	verification	5232	0	0		docs/knowledgeos/brainstorming/verification/POLICY-COUNTEREXAMPLES.md
574	Q01271	2|2026-08-30	2-internal-timestamp		2026-08-30T19:38	verification	4398	0	0		docs/knowledgeos/brainstorming/verification/POLICY-EXECUTION-EXPERIMENT.md
575	Q01272	2|2026-08-30	2-internal-timestamp		2026-08-30T19:39	verification	5204	0	0		docs/knowledgeos/brainstorming/verification/POLICY-EQUALITY-AND-COMPOSITION.md
576	Q01273	2|2026-08-30	2-internal-timestamp		2026-08-30T19:39	verification	5966	0	0		docs/knowledgeos/brainstorming/verification/POLICY-EKP-CONFORMANCE.md
577	Q01274	2|2026-08-30	2-internal-timestamp		2026-08-30T19:40	verification	6152	0	0		docs/knowledgeos/brainstorming/verification/SIGMA-RECONSTRUCTION-AFTER-POLICY.md
578	Q01275	2|2026-08-30	2-internal-timestamp		2026-08-30T19:41	verification	7885	0	0		docs/knowledgeos/brainstorming/verification/FOUNDATIONAL-DEPENDENCY-CLOSURE.md
579	Q01276	2|2026-08-30	2-internal-timestamp		2026-08-30T19:42	verification	4893	0	0		docs/knowledgeos/brainstorming/verification/NEXT-FOUNDATIONAL-GAP-AUDIT.md
580	Q01277	2|2026-08-30	2-internal-timestamp		2026-08-30T19:42	verification	6501	0	0		docs/knowledgeos/brainstorming/verification/END-TO-END-CANONICAL-THEORY-TEST.md
581	Q01280	2|2026-08-30	2-internal-timestamp		2026-08-30T19:56	verification	5596	0	0		docs/knowledgeos/brainstorming/verification/CANONICAL-THEORY-BASELINE.md
582	Q01281	2|2026-08-30	2-internal-timestamp		2026-08-30T19:56	verification	5419	0	0		docs/knowledgeos/brainstorming/verification/THEORY-OBJECT-DEPENDENCY-GRAPH.md
583	Q01282	2|2026-08-30	2-internal-timestamp		2026-08-30T19:58	verification	17145	0	0		docs/knowledgeos/brainstorming/verification/CANONICAL-KNOWLEDGEOS-THEORY.md
584	Q01283	2|2026-08-30	2-internal-timestamp		2026-08-30T20:10	verification	14241	0	0		docs/knowledgeos/brainstorming/verification/THEORY-CLOSURE-AUDIT.md
585	Q01291	2|2026-08-30	2-internal-timestamp		2026-08-30T20:41	verification	19001	0	0		docs/knowledgeos/brainstorming/verification/INDEPENDENT-CLOSURE-REVERIFICATION.md
586	Q01293	2|2026-08-30	2-internal-timestamp		2026-08-30T20:46	verification	14013	0	0		docs/knowledgeos/brainstorming/verification/UNCERTAINTY-NONIDENTIFIABILITY-MISSINGNESS.md
587	Q01295	2|2026-08-30	2-internal-timestamp		2026-08-30T20:47	verification	10546	0	0		docs/knowledgeos/brainstorming/verification/KNOWLEDGE-STATE-FINAL-AUDIT.md
588	Q01297	2|2026-08-30	2-internal-timestamp		2026-08-30T20:47	verification	6788	0	0		docs/knowledgeos/brainstorming/verification/THEORY-CONSTRUCTION-TEST.md
589	Q01299	2|2026-08-30	2-internal-timestamp		2026-08-30T20:49	verification	10203	0	0		docs/knowledgeos/brainstorming/verification/DDD-UBIQUITOUS-LANGUAGE-AUDIT.md
590	Q01300	2|2026-08-30	2-internal-timestamp		2026-08-30T20:50	verification	12262	0	0		docs/knowledgeos/brainstorming/verification/MATHEMATICAL-COMPLETENESS-AUDIT.md
591	Q01302	2|2026-08-30	2-internal-timestamp		2026-08-30T20:51	verification	9874	0	0		docs/knowledgeos/brainstorming/verification/THEORY-GAP-REGISTER.md
592	Q01304	2|2026-08-30	2-internal-timestamp		2026-08-30T20:52	verification	13619	0	0		docs/knowledgeos/brainstorming/verification/THEORY-STATUS-VERDICT.md
593	Q01333	2|2026-08-30	2-internal-timestamp		2026-08-30T21:10	verification	3209	0	0		docs/knowledgeos/brainstorming/verification/independent/00-INDEPENDENT-MANDATE.md
594	Q01334	2|2026-08-30	2-internal-timestamp		2026-08-30T21:10	verification	4590	0	0		docs/knowledgeos/brainstorming/verification/independent/01-CORPUS-INVENTORY.md
595	Q01336	2|2026-08-30	2-internal-timestamp		2026-08-30T21:11	verification	9960	0	0		docs/knowledgeos/brainstorming/verification/independent/02-THEORY-RECONSTRUCTION.md
596	Q01337	2|2026-08-30	2-internal-timestamp		2026-08-30T21:12	verification	5454	0	0		docs/knowledgeos/brainstorming/verification/independent/03-DEPENDENCY-GRAPH.md
597	Q01338	2|2026-08-30	2-internal-timestamp		2026-08-30T21:12	verification	6345	0	0		docs/knowledgeos/brainstorming/verification/independent/04-PRIMITIVE-CLOSURE-AUDIT.md
598	Q01339	2|2026-08-30	2-internal-timestamp		2026-08-30T21:13	verification	6537	0	0		docs/knowledgeos/brainstorming/verification/independent/05-K-ATTACK.md
599	Q01340	2|2026-08-30	2-internal-timestamp		2026-08-30T21:14	verification	4908	0	0		docs/knowledgeos/brainstorming/verification/independent/06-ASSERTION-ATTACK.md
600	Q01341	2|2026-08-30	2-internal-timestamp		2026-08-30T21:14	verification	6222	0	0		docs/knowledgeos/brainstorming/verification/independent/07-SIGMA-GAMMA-ATTACK.md
601	Q01342	2|2026-08-30	2-internal-timestamp		2026-08-30T21:15	verification	6875	0	0		docs/knowledgeos/brainstorming/verification/independent/08-POLICY-ATTACK.md
602	Q01343	2|2026-08-30	2-internal-timestamp		2026-08-30T21:15	verification	3993	0	0		docs/knowledgeos/brainstorming/verification/independent/09-PROVENANCE-LINEAGE-ATTACK.md
603	Q01344	2|2026-08-30	2-internal-timestamp		2026-08-30T21:16	verification	7839	0	0		docs/knowledgeos/brainstorming/verification/independent/10-MISSINGNESS-UNCERTAINTY.md
604	Q01345	2|2026-08-30	2-internal-timestamp		2026-08-30T21:16	verification	6655	0	0		docs/knowledgeos/brainstorming/verification/independent/11-CONTRADICTION-REGISTRY.md
605	Q01346	2|2026-08-30	2-internal-timestamp		2026-08-30T21:17	verification	7209	0	0		docs/knowledgeos/brainstorming/verification/independent/12-EXECUTION-RESULTS.md
606	Q01347	2|2026-08-30	2-internal-timestamp		2026-08-30T21:18	verification	5737	0	0		docs/knowledgeos/brainstorming/verification/independent/13-GAP-MATRIX.md
607	Q01348	2|2026-08-30	2-internal-timestamp		2026-08-30T21:19	verification	11153	0	0		docs/knowledgeos/brainstorming/verification/independent/14-INDEPENDENT-VERDICT.md
608	Q01380	2|2026-08-30	2-internal-timestamp		2026-08-30T21:43	verification	6157	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/00-CONSTRUCTION-SCOPE.md
609	Q01381	2|2026-08-30	2-internal-timestamp		2026-08-30T21:44	verification	7567	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/02-OPERATION-UNIVERSE.md
610	Q01382	2|2026-08-30	2-internal-timestamp		2026-08-30T21:44	verification	5414	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/03-CANONICAL-K.md
611	Q01383	2|2026-08-30	2-internal-timestamp		2026-08-30T21:45	verification	5757	0	0		docs/knowledgeos/brainstorming/verification/canonical-construction/01-GAP-RECLASSIFICATION.md
